name,email,contact_name,phone,website,address,rating,reviews_count,categories,confidence_score,latitude,longitude,hours,enriched_at,source_search,place_id
Law Offices of Beles \& Beles,info@beleslaw.com,,+1 (510) 836-0100,https://beleslaw.com/?utm_source\u003dgmb\u0026utm_medium\u003dorganic,"1 Kaiser Plaza #2300,Oakland, CA 94612",4.6,123,Criminal justice attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:37:32.245476,a1faad6df19a,ChIJ9bYRXk2Hj4AR7XixC5P9QQM
Morales Law Firm,admin@sfcriminallawspecialist.com,,+1 (415) 552-1215,https://sfcriminallawspecialist.com/?utm_source\u003dgmb\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dwebsite-san-francisco,"1388 Sutter St 8th Floor,San Francisco, CA 94109",4.7,55,Criminal justice attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:37:35.646695,a1faad6df19a,ChIJt2bQvZWAhYART58B59g-FKs
The Armstrong Law Firm - San Francisco,the.info@thearmstronglawfirm.com,,+1 (415) 909-3945,https://www.thearmstronglawfirm.com/sexual-harassment/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp,"802 Montgomery St,San Francisco, CA 94133",4.8,35,Employment attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:37:43.502878,a1faad6df19a,ChIJNf4EJfWAhYARQnsyQ2mf6kI
Law Offices of John M. Runfola,,,+1 (415) 391-4243,,"100 The Embarcadero Suite 100,San Francisco, CA 94105",4.8,20,Attorney,0.0,,,"{""raw"": ""Open 24 hours""}",,a1faad6df19a,ChIJw-07V16AhYARJpV4gK4xdoI
"Bend Law Group, PC",sales@bendlawgroup.com,,+1 (415) 633-6841,http://www.bendlawgroup.com/,"2181 Greenwich St,San Francisco, CA 94123",4.9,56,Business attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM Wed""}",2025-09-23T23:37:47.242647,a1faad6df19a,ChIJmQaMSYqAhYARHCSz52ahOSk
Law Offices of Clayton T. Robertson,ctr@robertsonlitigation.com,,+1 (408) 418-6403,https://www.robertsonlitigation.com/,"1300 Clay St Suite 685,Oakland, CA 94612",5.0,21,Attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:37:50.745694,a1faad6df19a,ChIJCSbcRteBj4ARKStKRtzRqeM
Law Office Of Daniel H. Rose,law.info@danroselaw.com,,+1 (415) 946-8900,https://www.danroselaw.com/,"1 Sansome St #1400,San Francisco, CA 94104",4.9,27,Personal injury attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:37:59.330870,a1faad6df19a,ChIJC0R_YmGAhYARahWcW6LOmpo
"Dolan Law Firm, PC Personal Injury Lawyers",office@dolanlawfirm.com,,+1 (415) 200-1521,https://dolanlawfirm.com/,"1438 Market St,San Francisco, CA 94102",4.5,269,Personal injury attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:38:03.507382,a1faad6df19a,ChIJn_7ZH5yAhYARW_Db1-qHwiA
"Law Offices of Shamieh, Shamieh \& Ternieden",info@shamiehlawsf.com,,+1 (415) 300-2144,https://www.shamiehlawsf.com/,"605 Market St #600,San Francisco, CA 94105",4.8,385,Immigration attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:08.668984,a1faad6df19a,ChIJ29dKyxT3MhURCY5wHUcNqQQ
Law Office of Nikolaus W. Reed,info@nwrlaw.com,,+1 (415) 940-7766,https://nwrlaw.com/,"Pier 40,Suite 7,San Francisco, CA 94107",4.9,26,Law firm,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:13.920836,a1faad6df19a,ChIJR4ifCZ2AhYARimyi1KOYzV8
Law Office of Rebecca Feigelson,law@sfbaydefense.com,,+1 (415) 213-2092,https://sfbaydefense.com/criminal-lawyer-san-francisco/,"Law Chambers Building,345 Franklin St,San Francisco, CA 94102",4.8,20,Criminal justice attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:19.032887,a1faad6df19a,ChIJFxE15JiAhYAR2NrsvVZszxg
Spiller Law,contact@spillerlaw.com,,+1 (415) 991-7298,https://www.spillerlaw.com/,"595 Pacific Ave Fourth Floor,San Francisco, CA 94133",4.9,46,Legal services,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:24.161226,a1faad6df19a,ChIJc2vAFfWAhYARB3nzNyrBFAI
The Nieves Law Firm: Oakland Criminal Defense Attorneys,info@thenieveslawfirm.com,,+1 (510) 892-3215,https://thenieveslawfirm.com/,"160 Franklin St # 210,Oakland, CA 94607",4.7,172,Criminal justice attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM Wed""}",2025-09-23T23:38:27.472526,a1faad6df19a,ChIJdxWUDrGAj4ARrRlU298Yvww
Franklin Law Office,franklin.info@franklinlawsf.com,,+1 (415) 682-4474,https://www.franklinlawsf.com/,"4444 Geary Blvd #215,San Francisco, CA 94118",4.9,11,Attorney,1.00,,,,2025-09-23T23:38:32.181472,a1faad6df19a,ChIJiaMsNPKAhYARk5OhgeFPLQI
The Hassell Law Group,contact@hasselllawgroup.com,,+1 (415) 334-4111,https://www.hasselllawgroup.com/,"4079 19th Ave,San Francisco, CA 94132",4.9,59,Personal injury attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:35.685710,a1faad6df19a,ChIJb3rhaUp8j4ARjMY1obxP-Ec
Law Office of Amie D. Miller,support@immigrate-us.net,,+1 (415) 362-8602,http://www.immigrate-us.net/,"369 Pine St #725,San Francisco, CA 94104",4.8,106,Law firm,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:39.466531,a1faad6df19a,ChIJlYUVA4qAhYAR3RkoQyiD1Nw
Coopers LLP | Personal Injury Law Firm,coopers.info@coopers.law,,+1 (415) 434-2111,https://www.coopers.law/,"2134 15th St,San Francisco, CA 94114",5.0,48,Personal injury attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM Wed""}",2025-09-23T23:38:43.073259,a1faad6df19a,ChIJ2919QfWAhYARNz_7kGkijqA
Blacksburg Law,admin@blacksburg-law.com,,+1 (415) 508-5600,http://www.blacksburg-law.com/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp_listing,"315 Noe St,San Francisco, CA 94114",5.0,117,Estate planning attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:38:46.471043,a1faad6df19a,ChIJ61LRiBx-j4ARaBhenp0cdL4
Law Offices Of J.Chrisp,support@chrisplaw.com,,+1 (415) 795-2000,https://www.chrisplaw.com/,"1330 Bush St #9d,San Francisco, CA 94109",4.6,47,Personal injury attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:38:59.385992,a1faad6df19a,ChIJ_0-JiJSAhYARc5RzWxZ0ajw
Law Offices of Beles \& Beles,info@beleslaw.com,,+1 (510) 836-0100,https://beleslaw.com/?utm_source\u003dgmb\u0026utm_medium\u003dorganic,"1 Kaiser Plaza #2300,Oakland, CA 94612",4.6,123,Criminal justice attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:04.484663,a1faad6df19a,ChIJ9bYRXk2Hj4AR7XixC5P9QQM
Morales Law Firm,admin@sfcriminallawspecialist.com,,+1 (415) 552-1215,https://sfcriminallawspecialist.com/?utm_source\u003dgmb\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dwebsite-san-francisco,"1388 Sutter St 8th Floor,San Francisco, CA 94109",4.7,55,Criminal justice attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:07.803718,a1faad6df19a,ChIJt2bQvZWAhYART58B59g-FKs
The Armstrong Law Firm - San Francisco,the.info@thearmstronglawfirm.com,,+1 (415) 909-3945,https://www.thearmstronglawfirm.com/sexual-harassment/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp,"802 Montgomery St,San Francisco, CA 94133",4.8,35,Employment attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:14.583189,a1faad6df19a,ChIJNf4EJfWAhYARQnsyQ2mf6kI
Law Offices of John M. Runfola,,,+1 (415) 391-4243,,"100 The Embarcadero Suite 100,San Francisco, CA 94105",4.8,20,Attorney,0.0,,,"{""raw"": ""Open 24 hours""}",,a1faad6df19a,ChIJw-07V16AhYARJpV4gK4xdoI
"Bend Law Group, PC",sales@bendlawgroup.com,,+1 (415) 633-6841,http://www.bendlawgroup.com/,"2181 Greenwich St,San Francisco, CA 94123",4.9,56,Business attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM Wed""}",2025-09-23T23:39:18.019981,a1faad6df19a,ChIJmQaMSYqAhYARHCSz52ahOSk
Law Offices of Clayton T. Robertson,ctr@robertsonlitigation.com,,+1 (408) 418-6403,https://www.robertsonlitigation.com/,"1300 Clay St Suite 685,Oakland, CA 94612",5.0,21,Attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:21.557991,a1faad6df19a,ChIJCSbcRteBj4ARKStKRtzRqeM
Law Office Of Daniel H. Rose,law.info@danroselaw.com,,+1 (415) 946-8900,https://www.danroselaw.com/,"1 Sansome St #1400,San Francisco, CA 94104",4.9,27,Personal injury attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:29.512248,a1faad6df19a,ChIJC0R_YmGAhYARahWcW6LOmpo
"Dolan Law Firm, PC Personal Injury Lawyers",office@dolanlawfirm.com,,+1 (415) 200-1521,https://dolanlawfirm.com/,"1438 Market St,San Francisco, CA 94102",4.5,269,Personal injury attorney,1.00,,,"{""raw"": ""Open 24 hours""}",2025-09-23T23:39:33.588882,a1faad6df19a,ChIJn_7ZH5yAhYARW_Db1-qHwiA
"Law Offices of Shamieh, Shamieh \& Ternieden",info@shamiehlawsf.com,,+1 (415) 300-2144,https://www.shamiehlawsf.com/,"605 Market St #600,San Francisco, CA 94105",4.8,385,Immigration attorney,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM Wed""}",2025-09-23T23:39:39.133274,a1faad6df19a,ChIJ29dKyxT3MhURCY5wHUcNqQQ
