name,email,contact_name,phone,website,address,rating,reviews_count,categories,confidence_score,latitude,longitude,hours,enriched_at,source_search,place_id
South Dental at Brickell,info@southdental.org,,+1 (305) 854-7373,https://southdental.org/,"243 SW 8th St,Miami, FL 33130,United States",4.3,180,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:22:26.400624,85c1839e2675,ChIJs2kOf4W22YgROkgKh3flPOg
Amaya Dental,info@amayadental.com,,+1 (786) 446-8058,https://www.amayadental.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,"815 NW 57th Ave #344,Miami, FL 33126,United States",4.9,850,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:22:26.036477,85c1839e2675,ChIJkY2wTNu52YgRL7c4EO7fXlI
Super Dentist Miami,sales@superdentistmiami.com,,+1 (305) 642-8499,https://superdentistmiami.com/,"1660 SW 1st St,Miami, FL 33135,United States",4.9,273,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:22:47.890888,85c1839e2675,ChIJwyRMIXm32YgRWKinaI_2bm4
Sage Dental of Pinecrest,contact@mysagedental.com,,+1 (305) 946-1950,https://mysagedental.com/pinecrest/,"12695 S Dixie Hwy,Pinecrest, FL 33156,United States",4.5,458,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:22:44.988916,85c1839e2675,ChIJw-_AoPPG2YgRbQ4rtWvJtVQ
Sage Dental of Miami Beach at 71st Street,contact@mysagedental.com,,+1 (786) 957-7954,https://mysagedental.com/miami-beach/,"227 71st St,Miami Beach, FL 33141,United States",3.8,358,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:22:46.053095,85c1839e2675,ChIJW7X18uey2YgRBertYRSR12Y
Vida Dental Coral Gables,vida.info@vidadentalcoralgables.com,,+1 (305) 496-1618,https://www.vidadentalcoralgables.com/,"336 Sevilla Ave,Coral Gables, FL 33134,United States",4.8,368,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:23:03.950440,85c1839e2675,ChIJcUkkEpG32YgRZm_bz7UOMPo
Miami Dental Sedation Spa - Miami,sales@miamidentalsedationspa.com,,+1 (305) 445-4646,https://miamidentalsedationspa.com/,"401 SW 42nd Ave #302,Miami, FL 33134,United States",5.0,1150,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:23:20.524501,85c1839e2675,ChIJ8Sx_2nC32YgReiUaspXKIYs
Brickell Dental,info@brickelldental.com,,+1 (305) 377-8004,http://www.brickelldental.com/,"848 Brickell Ave # 1020,Miami, FL 33131,United States",4.3,189,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:23:05.159782,85c1839e2675,ChIJF3pAo4O22YgRuFRqvZzSOxI
Coral Gables Dentistry,sales@coralgablesdentistry.com,,+1 (305) 567-1992,https://www.coralgablesdentistry.com/,"3326 Ponce de Leon,Coral Gables, FL 33134,United States",4.9,322,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:23:20.849993,85c1839e2675,ChIJx3YgQZq32YgRgBmhRbIxVKY
South Florida Dental Arts,office@southfloridadentalarts.com,,+1 (305) 230-4041,https://www.southfloridadentalarts.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"6080 Bird Rd #8,Miami, FL 33155,United States",4.9,609,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",2025-09-24T23:23:27.834363,85c1839e2675,ChIJEcZyWhG42YgRxRhziwfjiNM
Dentists in Brickell - HQ Dontics Dental Centre,contact@hqdontics.com,,+1 (229) 508-0551,https://www.hqdontics.com/,"1060 Brickell Ave Suite 103/M2,Miami, FL 33131",4.9,558,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:23:38.368576,85c1839e2675,ChIJ0XSP4IO22YgRhKT-1BNj3Z0
Dentists of Doral,office@dentistsofdoral.com,,+1 (786) 837-7939,https://www.dentistsofdoral.com/?sc_cid\u003dGBP%3AO%3AGP%3A865%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTQ1MTU3MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"8694 NW 13th Terrace,Doral, FL 33126",4.8,445,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:23:34.115509,85c1839e2675,ChIJXe2rPki52YgRj5kf5tXlwgU
Bayfront Dental,hello@bayfrontdental.com,,+1 (305) 530-1866,https://www.bayfrontdental.com/,"224 SE 1st St,Miami, FL 33131",4.9,418,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:30\u202fAM""}",2025-09-24T23:23:44.386440,85c1839e2675,ChIJXfwuyZ222YgRMJFFi-sUKag
MIA Dental - South Beach,mia.info@miadental.net,,+1 (305) 532-6795,https://miadental.net/,"407 Lincoln Rd Suite 700,Miami Beach, FL 33139",4.6,307,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:23:52.315991,85c1839e2675,ChIJB62GOoW02YgRHiBMeX2RJoM
South Dental at Brickell,info@southdental.org,,+1 (305) 854-7373,https://southdental.org/,"243 SW 8th St,Miami, FL 33130",4.3,180,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:23:56.536859,85c1839e2675,ChIJs2kOf4W22YgROkgKh3flPOg
Gables Sedation and Family Dentistry,gables@gsdsmile.com,,+1 (786) 926-8790,https://www.gsdsmile.com/?utm_source\u003dGMB_Listing\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dWebsite_URL,"5727 SW 24th St,Miami, FL 33155",4.9,2096,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:24:05.382328,85c1839e2675,ChIJtSLTeJC32YgReJUbCT8EM5Q
All Smiles Dentistry Miami,hello@miamidental.net,,+1 (305) 371-6064,https://miamidental.net/,"150 SE 2nd Ave STE 604,Miami, FL 33131",4.9,383,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:20\u202fAM""}",2025-09-24T23:24:05.209251,85c1839e2675,ChIJkdeQKFDA2YgRpaDPJCQgHEQ
Dentists at Midtown,admin@dentistsatmidtown.com,,+1 (786) 724-0418,https://www.dentistsatmidtown.com/?sc_cid\u003dGBP%3AO%3AGP%3A979%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTIwMzA0NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3120 N Miami Ave,Miami, FL 33127",4.1,367,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:24:10.875690,85c1839e2675,ChIJp5CEqmCx2YgRCvJLGG0k_UY
Sage Dental of Miami Beach at 71st Street,contact@mysagedental.com,,+1 (786) 957-7954,https://mysagedental.com/miami-beach/,"227 71st St,Miami Beach, FL 33141",3.8,358,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:24:23.905328,85c1839e2675,ChIJW7X18uey2YgRBertYRSR12Y
Relax and Smile Dental Care,office@relaxandsmile.com,,+1 (786) 983-4812,https://www.relaxandsmile.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"271 NE 2nd St,Miami, FL 33132",4.9,798,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",2025-09-24T23:24:20.886638,85c1839e2675,ChIJ8WVD9Z622YgRTsE_RcBq1Qk
Amaya Dental,info@amayadental.com,,+1 (786) 446-8058,https://www.amayadental.com/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp-listing,"815 NW 57th Ave #344,Miami, FL 33126",4.9,850,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:24:29.341894,85c1839e2675,ChIJkY2wTNu52YgRL7c4EO7fXlI
Miami Dental Group of Doral,info@miamidentalgroup.com,,+1 (786) 672-1271,https://miamidentalgroup.com/,"7950 NW 53rd St Suite 201,Doral, FL 33166",4.9,1332,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:24:41.055787,85c1839e2675,ChIJUVMehtO72YgRwXrNRa1sgkM
Brickell Dental,info@brickelldental.com,,+1 (305) 377-8004,http://www.brickelldental.com/,"848 Brickell Ave # 1020,Miami, FL 33131",4.3,189,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:24:37.808480,85c1839e2675,ChIJF3pAo4O22YgRuFRqvZzSOxI
Super Dentist Miami,sales@superdentistmiami.com,,+1 (305) 642-8499,https://superdentistmiami.com/,"1660 SW 1st St,Miami, FL 33135",4.9,273,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:24:47.413010,85c1839e2675,ChIJwyRMIXm32YgRWKinaI_2bm4
South Florida Dental Arts,office@southfloridadentalarts.com,,+1 (305) 230-4041,https://www.southfloridadentalarts.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"6080 Bird Rd #8,Miami, FL 33155",4.9,609,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",2025-09-24T23:25:04.506414,85c1839e2675,ChIJEcZyWhG42YgRxRhziwfjiNM
Sage Dental of South Miami,contact@mysagedental.com,,+1 (786) 822-6821,https://mysagedental.com/south-miami,"5966 S Dixie Hwy #312,South Miami, FL 33143",4.5,403,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:25:00.968566,85c1839e2675,ChIJge7KU-7H2YgRQ4t2L6mWGbw
Miami Dental Sedation Spa - Miami,sales@miamidentalsedationspa.com,,+1 (305) 445-4646,https://miamidentalsedationspa.com/,"401 SW 42nd Ave #302,Miami, FL 33134",5.0,1150,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:25:23.153833,85c1839e2675,ChIJ8Sx_2nC32YgReiUaspXKIYs
Sage Dental of Pinecrest,contact@mysagedental.com,,+1 (305) 946-1950,https://mysagedental.com/pinecrest/,"12695 S Dixie Hwy,Pinecrest, FL 33156",4.5,458,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:25:19.877443,85c1839e2675,ChIJw-_AoPPG2YgRbQ4rtWvJtVQ
Gables Family Dental,support@gablesfamily.com,,+1 (305) 529-9295,http://www.gablesfamily.com/,"2990 Coral Wy,Miami, FL 33145",4.8,443,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:25:19.450373,85c1839e2675,ChIJtxYt66-32YgR7GV5ZYJWIFU
Springs Dental of Miami Springs,springs.info@springsdental.net,,+1 (305) 885-9721,https://www.springsdental.net/?utm_source\u003dGoogleBusinessProfile\u0026utm_medium\u003dOrganic\u0026utm_campaign\u003dWebsite,"657 South Dr #301,Miami Springs, FL 33166",4.8,507,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:25:39.105980,85c1839e2675,ChIJBxaSnf-52YgRkjGMQfG0xaY
Bayfront Dental,hello@bayfrontdental.com,,+1 (305) 530-1866,https://www.bayfrontdental.com/,"224 SE 1st St,Miami, FL 33131",4.9,418,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:30\u202fAM""}",2025-09-24T23:25:36.893233,85c1839e2675,ChIJXfwuyZ222YgRMJFFi-sUKag
Dentists of Doral,office@dentistsofdoral.com,,+1 (786) 837-7939,https://www.dentistsofdoral.com/?sc_cid\u003dGBP%3AO%3AGP%3A865%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTQ1MTU3MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"8694 NW 13th Terrace,Doral, FL 33126",4.8,445,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:25:37.590216,85c1839e2675,ChIJXe2rPki52YgRj5kf5tXlwgU
Gables Sedation and Family Dentistry,gables@gsdsmile.com,,+1 (786) 926-8790,https://www.gsdsmile.com/?utm_source\u003dGMB_Listing\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dWebsite_URL,"5727 SW 24th St,Miami, FL 33155",4.9,2096,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:25:56.433815,85c1839e2675,ChIJtSLTeJC32YgReJUbCT8EM5Q
MIA Dental - South Beach,mia.info@miadental.net,,+1 (305) 532-6795,https://miadental.net/,"407 Lincoln Rd Suite 700,Miami Beach, FL 33139",4.6,307,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:25:55.129437,85c1839e2675,ChIJB62GOoW02YgRHiBMeX2RJoM
Relax and Smile Dental Care,office@relaxandsmile.com,,+1 (786) 983-4812,https://www.relaxandsmile.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"271 NE 2nd St,Miami, FL 33132",4.9,798,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",2025-09-24T23:25:56.146283,85c1839e2675,ChIJ8WVD9Z622YgRTsE_RcBq1Qk
Amaya Dental,info@amayadental.com,,+1 (786) 446-8058,https://www.amayadental.com/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp-listing,"815 NW 57th Ave #344,Miami, FL 33126",4.9,850,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:11.010804,85c1839e2675,ChIJkY2wTNu52YgRL7c4EO7fXlI
All Smiles Dentistry Miami,hello@miamidental.net,,+1 (305) 371-6064,https://miamidental.net/,"150 SE 2nd Ave STE 604,Miami, FL 33131",4.9,383,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:20\u202fAM""}",2025-09-24T23:26:12.045248,85c1839e2675,ChIJkdeQKFDA2YgRpaDPJCQgHEQ
South Dental at Brickell,info@southdental.org,,+1 (305) 854-7373,https://southdental.org/,"243 SW 8th St,Miami, FL 33130",4.3,180,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:26:15.149330,85c1839e2675,ChIJs2kOf4W22YgROkgKh3flPOg
Miami Dental Group of Doral,info@miamidentalgroup.com,,+1 (786) 672-1271,https://miamidentalgroup.com/,"7950 NW 53rd St Suite 201,Doral, FL 33166",4.9,1332,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:26:31.304927,85c1839e2675,ChIJUVMehtO72YgRwXrNRa1sgkM
Dentists at Midtown,admin@dentistsatmidtown.com,,+1 (786) 724-0418,https://www.dentistsatmidtown.com/?sc_cid\u003dGBP%3AO%3AGP%3A979%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTIwMzA0NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3120 N Miami Ave,Miami, FL 33127",4.1,367,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:24.981754,85c1839e2675,ChIJp5CEqmCx2YgRCvJLGG0k_UY
Sage Dental of Miami Beach at 71st Street,contact@mysagedental.com,,+1 (786) 957-7954,https://mysagedental.com/miami-beach/,"227 71st St,Miami Beach, FL 33141",3.8,358,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:34.072586,85c1839e2675,ChIJW7X18uey2YgRBertYRSR12Y
Sage Dental of Pinecrest,contact@mysagedental.com,,+1 (305) 946-1950,https://mysagedental.com/pinecrest/,"12695 S Dixie Hwy,Pinecrest, FL 33156",4.5,458,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:42.206058,85c1839e2675,ChIJw-_AoPPG2YgRbQ4rtWvJtVQ
Super Dentist Miami,sales@superdentistmiami.com,,+1 (305) 642-8499,https://superdentistmiami.com/,"1660 SW 1st St,Miami, FL 33135",4.9,273,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:26:50.343236,85c1839e2675,ChIJwyRMIXm32YgRWKinaI_2bm4
Sage Dental of South Miami,contact@mysagedental.com,,+1 (786) 822-6821,https://mysagedental.com/south-miami,"5966 S Dixie Hwy #312,South Miami, FL 33143",4.5,403,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:52.662828,85c1839e2675,ChIJge7KU-7H2YgRQ4t2L6mWGbw
Brickell Dental,info@brickelldental.com,,+1 (305) 377-8004,http://www.brickelldental.com/,"848 Brickell Ave # 1020,Miami, FL 33131",4.3,189,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:26:56.569912,85c1839e2675,ChIJF3pAo4O22YgRuFRqvZzSOxI
Miami Dental Sedation Spa - Miami,sales@miamidentalsedationspa.com,,+1 (305) 445-4646,https://miamidentalsedationspa.com/,"401 SW 42nd Ave #302,Miami, FL 33134",5.0,1150,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:27:23.658780,85c1839e2675,ChIJ8Sx_2nC32YgReiUaspXKIYs
Gables Family Dental,support@gablesfamily.com,,+1 (305) 529-9295,http://www.gablesfamily.com/,"2990 Coral Wy,Miami, FL 33145",4.8,443,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:27:07.586411,85c1839e2675,ChIJtxYt66-32YgR7GV5ZYJWIFU
Coral Gables Dentistry,sales@coralgablesdentistry.com,,+1 (305) 567-1992,https://www.coralgablesdentistry.com/,"3326 Ponce de Leon,Coral Gables, FL 33134",4.9,322,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:27:10.476572,85c1839e2675,ChIJx3YgQZq32YgRgBmhRbIxVKY
South Florida Dental Arts,office@southfloridadentalarts.com,,+1 (305) 230-4041,https://www.southfloridadentalarts.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"6080 Bird Rd #8,Miami, FL 33155",4.9,609,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",2025-09-24T23:27:29.487764,85c1839e2675,ChIJEcZyWhG42YgRxRhziwfjiNM
Springs Dental of Miami Springs,springs.info@springsdental.net,,+1 (305) 885-9721,https://www.springsdental.net/?utm_source\u003dGoogleBusinessProfile\u0026utm_medium\u003dOrganic\u0026utm_campaign\u003dWebsite,"657 South Dr #301,Miami Springs, FL 33166",4.8,507,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:27:27.428691,85c1839e2675,ChIJBxaSnf-52YgRkjGMQfG0xaY
Bayfront Dental,hello@bayfrontdental.com,,+1 (305) 530-1866,https://www.bayfrontdental.com/,"224 SE 1st St,Miami, FL 33131",4.9,418,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:30\u202fAM""}",2025-09-24T23:27:39.516600,85c1839e2675,ChIJXfwuyZ222YgRMJFFi-sUKag
MIA Dental - South Beach,mia.info@miadental.net,,+1 (305) 532-6795,https://miadental.net/,"407 Lincoln Rd Suite 700,Miami Beach, FL 33139",4.6,307,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:27:48.247588,85c1839e2675,ChIJB62GOoW02YgRHiBMeX2RJoM
Gables Sedation and Family Dentistry,gables@gsdsmile.com,,+1 (786) 926-8790,https://www.gsdsmile.com/?utm_source\u003dGMB_Listing\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dWebsite_URL,"5727 SW 24th St,Miami, FL 33155",4.9,2096,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:27:49.916702,85c1839e2675,ChIJtSLTeJC32YgReJUbCT8EM5Q
South Dental at Brickell,info@southdental.org,,+1 (305) 854-7373,https://southdental.org/,"243 SW 8th St,Miami, FL 33130",4.3,180,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:27:59.360809,85c1839e2675,ChIJs2kOf4W22YgROkgKh3flPOg
All Smiles Dentistry Miami,hello@miamidental.net,,+1 (305) 371-6064,https://miamidental.net/,"150 SE 2nd Ave STE 604,Miami, FL 33131",4.9,383,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:20\u202fAM""}",2025-09-24T23:28:03.349818,85c1839e2675,ChIJkdeQKFDA2YgRpaDPJCQgHEQ
Dentists at Midtown,admin@dentistsatmidtown.com,,+1 (786) 724-0418,https://www.dentistsatmidtown.com/?sc_cid\u003dGBP%3AO%3AGP%3A979%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTIwMzA0NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3120 N Miami Ave,Miami, FL 33127",4.1,367,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:28:02.180917,85c1839e2675,ChIJp5CEqmCx2YgRCvJLGG0k_UY
Sage Dental of Miami Beach at 71st Street,contact@mysagedental.com,,+1 (786) 957-7954,https://mysagedental.com/miami-beach/,"227 71st St,Miami Beach, FL 33141",3.8,358,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:28:16.912293,85c1839e2675,ChIJW7X18uey2YgRBertYRSR12Y
Relax and Smile Dental Care,office@relaxandsmile.com,,+1 (786) 983-4812,https://www.relaxandsmile.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"271 NE 2nd St,Miami, FL 33132",4.9,798,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",2025-09-24T23:28:22.648882,85c1839e2675,ChIJ8WVD9Z622YgRTsE_RcBq1Qk
