name,email,contact_name,phone,website,address,rating,reviews_count,categories,confidence_score,latitude,longitude,hours,enriched_at,source_search,place_id
The Westside Local,,,+1 (816) 997-9089,http://thewestsidelocal.com/,"1663 Summit St,Kansas City, MO 64108",4.6,1412,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJPeV2e0XwwIcRTAAgiXd0NDE
The Restaurant KC,,,+1 (913) 499-7456,http://www.facebook.com/TheRestaurantKc,"6720 Kaw Dr,Kansas City, KS 66111",4.5,237,Restaurant,0.0,,,"{""raw"": ""Open 24 hours""}",,58f05ab89eb3,ChIJ691p_02NwIcRA1YHiHO-Iu0
The Restaurant at 1900,,,+1 (913) 730-1900,http://therestaurantat1900.com/,"1900 Shawnee Mission Pkwy,Mission Woods, KS 66205",4.8,338,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJczKczU3uwIcRTBoQEOOZM70
Fox and Pearl,,,+1 (816) 437-7001,http://www.foxandpearlkc.com/,"2143 Summit St,Kansas City, MO 64108",4.5,625,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJKVfWe9zxwIcRpjMqSVIZgDo
The Rockhill Grille,,,+1 (816) 389-5800,http://www.therockhillgrille.com/,"2000 Grand Blvd,Kansas City, MO 64108",4.5,1975,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo41rQmrwwIcRv1qF3tVRAAc
The Fix,,,+1 (816) 800-5000,https://www.thefixkc.com/,"600 E 31st St,Kansas City, MO 64109",4.8,542,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJg2ek8L3xwIcRKwt_IXirvnY
Brix Cantina - Westport,,,+1 (816) 832-8390,https://www.brixkc.com/,"4112 Pennsylvania Ave,Kansas City, MO 64111",4.6,180,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJ9Zv0GcXvwIcR4aATIosFI38
La Cubana Cuban Restaurant,,,+1 (816) 321-1894,http://www.lacubanakc.com/,"5402 Winner Rd,Kansas City, MO 64127",4.7,381,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",,58f05ab89eb3,ChIJfdnswG77wIcRh7Q7SHwOREk
Ma & Pa's Kettle Restaurant,,,+1 (816) 453-9404,https://mapaskettlerestaurant.shop/,"417 US-69,Kansas City, MO 64119",4.5,1263,Family restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",,58f05ab89eb3,ChIJD1A1jNz4wIcRj7nXwUn23C0
The Brick,,,+1 (816) 421-1634,http://thebrickkc.com/,"1727 McGee St,Kansas City, MO 64108",4.5,1657,Bar & grill,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJ11_ocmnwwIcRU6EjXMa1sLE
Toast to Toast Kansas City Downtown,,,,,"770 Admiral Blvd 1st Floor,Kansas City, MO 64106,United States",4.9,312,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 6\u202fAM""}",,58f05ab89eb3,ChIJz104AuzxwIcRV8gwrYUoNQg
Cliff's Taphouse,,,+1 (816) 569-2611,http://cliffstaphousekc.com/,"3044 Gillham Rd,Kansas City, MO 64108,United States",4.7,589,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJGYHv6ozxwIcRA9ZJ8zhJqlY
The Farmhouse,,,+1 (816) 569-6032,http://eatatthefarmhouse.com/,"300 Delaware St,Kansas City, MO 64105,United States",4.4,2262,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",,58f05ab89eb3,ChIJuSMs7_TwwIcROCsOjA8nTRg
The Wise Guy,,,+1 (816) 662-6303,https://www.thewiseguykc.com/,"1924 Main St,Kansas City, MO 64108,United States",4.7,310,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJCanrclDxwIcR62v4vNC0hzY
The Restaurant KC,,,+1 (913) 499-7456,http://www.facebook.com/TheRestaurantKc,"6720 Kaw Dr,Kansas City, KS 66111,United States",4.5,237,Restaurant,0.0,,,"{""raw"": ""Open 24 hours""}",,58f05ab89eb3,ChIJ691p_02NwIcRA1YHiHO-Iu0
TAILLEUR RESTAURANT,,,+1 (816) 442-7042,http://www.tailleuronmain.com/,"3933 Main St,Kansas City, MO 64111,United States",4.7,512,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJu5yzRSfvwIcRlZAisqTUjV8
The Westside Local,,,+1 (816) 997-9089,http://thewestsidelocal.com/,"1663 Summit St,Kansas City, MO 64108,United States",4.6,1412,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJPeV2e0XwwIcRTAAgiXd0NDE
Union on the Hill Restaurant,,,+1 (816) 298-6047,http://uniononthehill.com/,"2976 Gillham Rd,Kansas City, MO 64108,United States",4.7,473,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJE60peAPxwIcREkBwiYfCUjA
The Rockhill Grille,,,+1 (816) 389-5800,http://www.therockhillgrille.com/,"2000 Grand Blvd,Kansas City, MO 64108,United States",4.5,1975,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo41rQmrwwIcRv1qF3tVRAAc
The Restaurant at 1900,,,+1 (913) 730-1900,http://therestaurantat1900.com/,"1900 Shawnee Mission Pkwy,Mission Woods, KS 66205,United States",4.8,338,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJczKczU3uwIcRTBoQEOOZM70
The Town Company,,,+1 (816) 895-0381,https://www.hotelkc.com/dine/the-town-company,"1228 Baltimore Ave,Kansas City, MO 64105,United States",4.6,359,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJ630XkHHxwIcRGclAk_4YTSA
Buenos Aires Restaurant,,,+1 (913) 325-1915,http://buenosaireskc.com/,"10919 Johnson Dr,Shawnee, KS 66203,United States",4.7,273,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJb6cQa8LtwIcRSxn6cEEqE4c
Fox and Pearl,,,+1 (816) 437-7001,http://www.foxandpearlkc.com/,"2143 Summit St,Kansas City, MO 64108,United States",4.5,625,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJKVfWe9zxwIcRpjMqSVIZgDo
Urban Restaurant,,,+1 (816) 503-6921,https://www.urbanontroost.com/,"3420 Troost Ave,Kansas City, MO 64109,United States",4.7,798,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",,58f05ab89eb3,ChIJT6HjMfDvwIcRsLFCMolSWEo
The Russell Restaurant \& Catering Company,,,+1 (816) 492-7557,https://therussellonmain.com/,"3141 Main St,Kansas City, MO 64111,United States",4.8,1001,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJsVn-hSHwwIcRZNwjeHoUr98
Ma \& Pa's Kettle Restaurant,,,+1 (816) 453-9404,https://mapaskettlerestaurant.shop/,"417 US-69,Kansas City, MO 64119,United States",4.5,1263,Family restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",,58f05ab89eb3,ChIJD1A1jNz4wIcRj7nXwUn23C0
Brix Cantina - Westport,,,+1 (816) 832-8390,https://www.brixkc.com/,"4112 Pennsylvania Ave,Kansas City, MO 64111,United States",4.6,180,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJ9Zv0GcXvwIcR4aATIosFI38
Los Tules,,,+1 (816) 421-9229,,"1656 Broadway Blvd,Kansas City, MO 64108,United States",4.4,1961,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJGa4Zj0TwwIcRH58oX-E1CxU
La Cubana Cuban Restaurant,,,+1 (816) 321-1894,http://www.lacubanakc.com/,"5402 Winner Rd,Kansas City, MO 64127,United States",4.7,381,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",,58f05ab89eb3,ChIJfdnswG77wIcRh7Q7SHwOREk
Trezo Mare Restaurant \& Lounge,,,+1 (816) 505-3200,https://www.trezomare.com/,"4105 N Mulberry Dr,Kansas City, MO 64116,United States",4.5,2223,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo81EkBj3wIcRISBrzsuPLdU
Cliff's Taphouse,,,+1 (816) 569-2611,http://cliffstaphousekc.com/,"3044 Gillham Rd,Kansas City, MO 64108",4.7,589,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJGYHv6ozxwIcRA9ZJ8zhJqlY
The Wise Guy,,,+1 (816) 662-6303,https://www.thewiseguykc.com/,"1924 Main St,Kansas City, MO 64108",4.7,310,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJCanrclDxwIcR62v4vNC0hzY
Garozzo's Downtown,,,+1 (816) 221-2455,http://www.garozzos.com/,"526 Harrison St,Kansas City, MO 64106",4.7,4227,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJOaH2MobwwIcRpWNKmpATnGs
The Big Biscuit,,,+1 (913) 217-7659,https://bigbiscuit.com/,"7017 Johnson Dr,Mission, KS 66202",4.8,684,Breakfast restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 6:30\u202fAM""}",,58f05ab89eb3,ChIJcVt1ZVbtwIcR2kFKsX_qnQI
TAILLEUR RESTAURANT,,,+1 (816) 442-7042,http://www.tailleuronmain.com/,"3933 Main St,Kansas City, MO 64111",4.7,512,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJu5yzRSfvwIcRlZAisqTUjV8
The Farmhouse,,,+1 (816) 569-6032,http://eatatthefarmhouse.com/,"300 Delaware St,Kansas City, MO 64105",4.4,2262,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",,58f05ab89eb3,ChIJuSMs7_TwwIcROCsOjA8nTRg
Union on the Hill Restaurant,,,+1 (816) 298-6047,http://uniononthehill.com/,"2976 Gillham Rd,Kansas City, MO 64108",4.7,473,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJE60peAPxwIcREkBwiYfCUjA
The Westside Local,,,+1 (816) 997-9089,http://thewestsidelocal.com/,"1663 Summit St,Kansas City, MO 64108",4.6,1412,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJPeV2e0XwwIcRTAAgiXd0NDE
The Town Company,,,+1 (816) 895-0381,https://www.hotelkc.com/dine/the-town-company,"1228 Baltimore Ave,Kansas City, MO 64105",4.6,359,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJ630XkHHxwIcRGclAk_4YTSA
Parlor,,,+1 (816) 875-4813,http://www.parlorkcmo.com/,"1707 Locust St,Kansas City, MO 64108",4.5,2443,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJLffqCUbxwIcRXEhEzcER5_o
The Restaurant KC,,,+1 (913) 499-7456,http://www.facebook.com/TheRestaurantKc,"6720 Kaw Dr,Kansas City, KS 66111",4.5,237,Restaurant,0.0,,,"{""raw"": ""Open 24 hours""}",,58f05ab89eb3,ChIJ691p_02NwIcRA1YHiHO-Iu0
The Restaurant at 1900,,,+1 (913) 730-1900,http://therestaurantat1900.com/,"1900 Shawnee Mission Pkwy,Mission Woods, KS 66205",4.8,338,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJczKczU3uwIcRTBoQEOOZM70
Fox and Pearl,,,+1 (816) 437-7001,http://www.foxandpearlkc.com/,"2143 Summit St,Kansas City, MO 64108",4.5,625,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJKVfWe9zxwIcRpjMqSVIZgDo
The Rockhill Grille,,,+1 (816) 389-5800,http://www.therockhillgrille.com/,"2000 Grand Blvd,Kansas City, MO 64108",4.5,1975,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo41rQmrwwIcRv1qF3tVRAAc
The Fix,,,+1 (816) 800-5000,https://www.thefixkc.com/,"600 E 31st St,Kansas City, MO 64109",4.8,542,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJg2ek8L3xwIcRKwt_IXirvnY
Brix Cantina - Westport,,,+1 (816) 832-8390,https://www.brixkc.com/,"4112 Pennsylvania Ave,Kansas City, MO 64111",4.6,180,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJ9Zv0GcXvwIcR4aATIosFI38
La Cubana Cuban Restaurant,,,+1 (816) 321-1894,http://www.lacubanakc.com/,"5402 Winner Rd,Kansas City, MO 64127",4.7,381,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",,58f05ab89eb3,ChIJfdnswG77wIcRh7Q7SHwOREk
Ma \& Pa's Kettle Restaurant,,,+1 (816) 453-9404,https://mapaskettlerestaurant.shop/,"417 US-69,Kansas City, MO 64119",4.5,1263,Family restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",,58f05ab89eb3,ChIJD1A1jNz4wIcRj7nXwUn23C0
The Brick,,,+1 (816) 421-1634,http://thebrickkc.com/,"1727 McGee St,Kansas City, MO 64108",4.5,1657,Bar \u0026 grill,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJ11_ocmnwwIcRU6EjXMa1sLE
The Russell Restaurant \& Catering Company,,,+1 (816) 492-7557,https://therussellonmain.com/,"3141 Main St,Kansas City, MO 64111",4.8,1001,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJsVn-hSHwwIcRZNwjeHoUr98
Cliff's Taphouse,,,+1 (816) 569-2611,http://cliffstaphousekc.com/,"3044 Gillham Rd,Kansas City, MO 64108",4.7,589,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJGYHv6ozxwIcRA9ZJ8zhJqlY
The Wise Guy,,,+1 (816) 662-6303,https://www.thewiseguykc.com/,"1924 Main St,Kansas City, MO 64108",4.7,310,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJCanrclDxwIcR62v4vNC0hzY
The Farmhouse,,,+1 (816) 569-6032,http://eatatthefarmhouse.com/,"300 Delaware St,Kansas City, MO 64105",4.4,2262,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",,58f05ab89eb3,ChIJuSMs7_TwwIcROCsOjA8nTRg
TAILLEUR RESTAURANT,,,+1 (816) 442-7042,http://www.tailleuronmain.com/,"3933 Main St,Kansas City, MO 64111",4.7,512,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJu5yzRSfvwIcRlZAisqTUjV8
The Big Biscuit,,,+1 (913) 217-7659,https://bigbiscuit.com/,"7017 Johnson Dr,Mission, KS 66202",4.8,684,Breakfast restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 6:30\u202fAM""}",,58f05ab89eb3,ChIJcVt1ZVbtwIcR2kFKsX_qnQI
Union on the Hill Restaurant,,,+1 (816) 298-6047,http://uniononthehill.com/,"2976 Gillham Rd,Kansas City, MO 64108",4.7,473,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJE60peAPxwIcREkBwiYfCUjA
The Westside Local,,,+1 (816) 997-9089,http://thewestsidelocal.com/,"1663 Summit St,Kansas City, MO 64108",4.6,1412,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJPeV2e0XwwIcRTAAgiXd0NDE
Parlor,,,+1 (816) 875-4813,http://www.parlorkcmo.com/,"1707 Locust St,Kansas City, MO 64108",4.5,2443,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJLffqCUbxwIcRXEhEzcER5_o
The Restaurant KC,,,+1 (913) 499-7456,http://www.facebook.com/TheRestaurantKc,"6720 Kaw Dr,Kansas City, KS 66111",4.5,237,Restaurant,0.0,,,"{""raw"": ""Open 24 hours""}",,58f05ab89eb3,ChIJ691p_02NwIcRA1YHiHO-Iu0
The Town Company,,,+1 (816) 895-0381,https://www.hotelkc.com/dine/the-town-company,"1228 Baltimore Ave,Kansas City, MO 64105",4.6,359,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJ630XkHHxwIcRGclAk_4YTSA
The Rockhill Grille,,,+1 (816) 389-5800,http://www.therockhillgrille.com/,"2000 Grand Blvd,Kansas City, MO 64108",4.5,1975,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo41rQmrwwIcRv1qF3tVRAAc
The Restaurant at 1900,,,+1 (913) 730-1900,http://therestaurantat1900.com/,"1900 Shawnee Mission Pkwy,Mission Woods, KS 66205",4.8,338,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJczKczU3uwIcRTBoQEOOZM70
Fox and Pearl,,,+1 (816) 437-7001,http://www.foxandpearlkc.com/,"2143 Summit St,Kansas City, MO 64108",4.5,625,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJKVfWe9zxwIcRpjMqSVIZgDo
Ma \& Pa's Kettle Restaurant,,,+1 (816) 453-9404,https://mapaskettlerestaurant.shop/,"417 US-69,Kansas City, MO 64119",4.5,1263,Family restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",,58f05ab89eb3,ChIJD1A1jNz4wIcRj7nXwUn23C0
The Fix,,,+1 (816) 800-5000,https://www.thefixkc.com/,"600 E 31st St,Kansas City, MO 64109",4.8,542,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJg2ek8L3xwIcRKwt_IXirvnY
The Russell Restaurant \& Catering Company,,,+1 (816) 492-7557,https://therussellonmain.com/,"3141 Main St,Kansas City, MO 64111",4.8,1001,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJsVn-hSHwwIcRZNwjeHoUr98
Brix Cantina - Westport,,,+1 (816) 832-8390,https://www.brixkc.com/,"4112 Pennsylvania Ave,Kansas City, MO 64111",4.6,180,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 4\u202fPM""}",,58f05ab89eb3,ChIJ9Zv0GcXvwIcR4aATIosFI38
The Brick,,,+1 (816) 421-1634,http://thebrickkc.com/,"1727 McGee St,Kansas City, MO 64108",4.5,1657,Bar \u0026 grill,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJ11_ocmnwwIcRU6EjXMa1sLE
Lidia’s,,,+1 (816) 221-3722,http://www.lidias-kc.com/,"101 W 22nd St,Kansas City, MO 64108",4.5,3752,Italian restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJmzokTUDwwIcR7_VCw9FDFMk
Urban Restaurant,,,+1 (816) 503-6921,https://www.urbanontroost.com/,"3420 Troost Ave,Kansas City, MO 64109",4.7,798,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",,58f05ab89eb3,ChIJT6HjMfDvwIcRsLFCMolSWEo
TAILLEUR RESTAURANT,,,+1 (816) 442-7042,http://www.tailleuronmain.com/,"3933 Main St,Kansas City, MO 64111",4.7,512,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJu5yzRSfvwIcRlZAisqTUjV8
The Westside Local,,,+1 (816) 997-9089,http://thewestsidelocal.com/,"1663 Summit St,Kansas City, MO 64108",4.6,1412,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJPeV2e0XwwIcRTAAgiXd0NDE
The Town Company,,,+1 (816) 895-0381,https://www.hotelkc.com/dine/the-town-company,"1228 Baltimore Ave,Kansas City, MO 64105",4.6,359,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJ630XkHHxwIcRGclAk_4YTSA
Parlor,,,+1 (816) 875-4813,http://www.parlorkcmo.com/,"1707 Locust St,Kansas City, MO 64108",4.5,2443,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJLffqCUbxwIcRXEhEzcER5_o
Union on the Hill Restaurant,,,+1 (816) 298-6047,http://uniononthehill.com/,"2976 Gillham Rd,Kansas City, MO 64108",4.7,473,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJE60peAPxwIcREkBwiYfCUjA
The Farmhouse,,,+1 (816) 569-6032,http://eatatthefarmhouse.com/,"300 Delaware St,Kansas City, MO 64105",4.4,2262,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",,58f05ab89eb3,ChIJuSMs7_TwwIcROCsOjA8nTRg
The Savoy,,,+1 (816) 443-4260,https://thesavoykc.com/?SEO_id\u003dGMB--R-MKCCNUP-1\u0026y_source\u003d1_MTA5NzIxOTQ4MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"219 W 9th St,Kansas City, MO 64105",4.5,418,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",,58f05ab89eb3,ChIJ6-Sa03jxwIcR61_Ai0FjDnA
Clay \& Fire,,,+1 (816) 569-5533,http://clayandfirekc.com/,"815 W 17 St,Kansas City, MO 64108",4.7,399,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 5\u202fPM""}",,58f05ab89eb3,ChIJkeTGXXfxwIcR2sTSBal9xxw
Beer Kitchen,,,+1 (816) 389-4180,https://beerkitchenkc.com/?utm_source\u003dgmb\u0026utm_medium\u003dyext,"435 Westport Rd,Kansas City, MO 64111",4.6,2278,Restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJ5YhmJMXvwIcRqkhrXVcSee4
The Brick,,,+1 (816) 421-1634,http://thebrickkc.com/,"1727 McGee St,Kansas City, MO 64108",4.5,1657,Bar \u0026 grill,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJ11_ocmnwwIcRU6EjXMa1sLE
The Rockhill Grille,,,+1 (816) 389-5800,http://www.therockhillgrille.com/,"2000 Grand Blvd,Kansas City, MO 64108",4.5,1975,American restaurant,0.0,,,"{""raw"": ""Closed \u22c5 Opens 11\u202fAM""}",,58f05ab89eb3,ChIJo41rQmrwwIcRv1qF3tVRAAc
